"QID","itemLabel","itemDescription","P1196","P19","P20","P21","P27","P509","P569"
"Q15487281","Roger Brown","American painter (1941-1997)",NA,"""Hamilton""","""Atlanta""","""male""","""United States of America""",NA,"""1941-12-10T00:00:00Z"""
"Q18576093","Edward Luttrell","crayon portrait painter and engraver",NA,"""Dublin""",NA,"""male""","""Kingdom of Ireland""",NA,"""1650-01-01T00:00:00Z"""
"Q19991924","Stuart Arends","American painter",NA,"""Waterloo""",NA,"""male""","""United States of America""",NA,"""1950-01-01T00:00:00Z"""
"Q15838330","Jiří Kornatovský","Czech artist",NA,"""Plasy"",""Plzeň""",NA,"""male""","""Czechoslovakia""",NA,"""1952-03-02T00:00:00Z"""
"Q19857082","Clayton Knight","American aviator during World War I",NA,"""Rochester""","""Danbury""","""male""","""United States of America""",NA,"""1891-03-30T00:00:00Z"""
"Q16002992","Joseph Gray","English painter (1890-1963)",NA,"""South Shields""","""Marlow""","""male""","""United Kingdom""",NA,"""1890-06-06T00:00:00Z"""
"Q15996445","Bertha Jaques","American artist",NA,"""Covington""","""Chicago""","""female""","""United States of America""",NA,"""1863-10-24T00:00:00Z"""
"Q16014925","Maki Haku","Japanese artist",NA,NA,NA,"""male""","""Japan""",NA,"""1924-01-01T00:00:00Z"""
"Q16010385","Tristram Hillier","British painter",NA,"""Beijing""","""Bristol""","""male""","""United Kingdom""",NA,"""1905-04-11T00:00:00Z"""
"Q20203016","Benjamin Abramowitz","American artist",NA,"""Brooklyn""","""Washington, D.C.""","""male""","""United States of America""",NA,"""1917-07-03T00:00:00Z"""
"Q16037718","Alfred Cornelius Howland","American painter",NA,"""Walpole""","""Pasadena""","""male""","""United States of America""",NA,"""1838-02-12T00:00:00Z"""
"Q19802974","Lawrence Kupferman","American etcher",NA,"""Boston""","""Boston""","""male""","""United States of America""",NA,"""1909-03-25T00:00:00Z"""
"Q15136916","François Coudray","French artist",NA,"""Villecerf""","""Dresden""","""male""","""France""",NA,"""1678-01-01T00:00:00Z"""
"Q13769198","Alexandre Moisy",NA,NA,"""Paris""",NA,"""male""",NA,NA,"""1763-01-01T00:00:00Z"""
"Q15436454","Joe Jones","American artist",NA,"""St. Louis""","""Morristown""","""male""","""United States of America""",NA,"""1909-04-07T00:00:00Z"""
"Q15639546","L'Estampe originale",NA,NA,NA,NA,NA,NA,NA,NA
"Q16194249","Fiona Pardington","New Zealand photographer",NA,"""Devonport""",NA,"""female""","""New Zealand""",NA,"""1961-01-01T00:00:00Z"""
"Q19352738","Eugene Higgins","American painter and engraver",NA,"""Kansas City""","""New York City""","""male""","""United States of America""",NA,"""1874-02-01T00:00:00Z"""
"Q16239954","James Hopwood the Elder","English engraver",NA,"""Beverley""",NA,"""male""","""Great Britain"",""United Kingdom of Great Britain and Ireland""",NA,"""1750-01-01T00:00:00Z"""
"Q18511849","Claude-René-Gabriel Poulleau",NA,NA,"""Paris""",NA,"""male""","""France""",NA,"""1749-01-01T00:00:00Z"""
"Q19802958","Pierre Adrien Le Beau",NA,NA,"""Paris""","""Paris""","""male""","""France""",NA,"""1744-01-01T00:00:00Z"""
"Q20679431","Reynold Weidenaar","American draftsman and printmaker",NA,NA,NA,"""male""","""United States of America""",NA,"""1915-11-17T00:00:00Z"""
"Q20646101","Joseph Bartholomew Kidd","Scottish painter",NA,"""Edinburgh""",NA,"""male""","""United Kingdom of Great Britain and Ireland""",NA,"""1808-01-01T00:00:00Z"""
"Q18508002","Caspar Luyken","Dutch engraver and draughtsman (1672-1708)",NA,"""Amsterdam""","""Amsterdam""","""male""","""Kingdom of the Netherlands""",NA,"""1672-12-18T00:00:00Z"""
"Q18508351","Jean-Baptiste Chapuy","French botanical engraver",NA,"""Paris""","""Paris""","""male""","""France""",NA,"""1760-01-01T00:00:00Z"""
"Q18508595","Philippe-Louis Parizeau","French painter and draftsman (1740-1801)",NA,"""Paris""","""Paris""","""male""","""France""",NA,"""1740-01-01T00:00:00Z"""
"Q18511858","Gaspard Marsy","French sculptor (1624-1681)",NA,"""Cambrai""","""Paris""","""male""","""France""",NA,"""1624-12-01T00:00:00Z"""
"Q18530478","Niccolò Schiavonetti","printmaker, brother of Luigi Schiavonetti",NA,"""Bassano del Grappa""","""Hammersmith""","""male""",NA,NA,"""1771-01-01T00:00:00Z"""
"Q19571518","Ilonka Karasz","American designer and illustrator",NA,"""Budapest""","""Warwick""","""female""","""Hungary"",""United States of America""",NA,"""1896-07-13T00:00:00Z"""
"Q18559723","Edward Le Davis","Welsh engraver and art dealer",NA,"""Wales""",NA,"""male""","""Wales""",NA,"""1640-01-01T00:00:00Z"""
"Q18578102","Jean-Charles Le Vasseur","French engraver (1734-1816)",NA,"""Abbeville""","""Paris""","""male""","""France""",NA,"""1734-10-21T00:00:00Z"""
"Q20751282","Abraham Dupré","French medallist",NA,NA,NA,"""male""","""France""",NA,"""1604-01-01T00:00:00Z"""
"Q18628059","Traugott Faber","German artist, 1786-1863",NA,"""Dresden""","""Dresden""","""male""",NA,NA,"""1786-11-10T00:00:00Z"""
"Q20825697","Niles Spencer","American painter",NA,"""Pawtucket""",NA,"""male""","""United States of America""",NA,"""1893-05-16T00:00:00Z"""
"Q13474862","Lydia Field Emmet","American artist (1866-1952)",NA,"""New Rochelle""","""United States of America""","""female""","""United States of America""",NA,"""1866-01-23T00:00:00Z"""
"Q18649316","Nicolas Hogenberg","Flemish 1500–1539 F:0",NA,"""Munich""","""Mechelen""","""male""","""Kingdom of the Netherlands""",NA,"""1500-01-01T00:00:00Z"""
"Q20850964","Warren Rohrer","American painter",NA,NA,NA,"""male""","""United States of America""",NA,"""1927-01-01T00:00:00Z"""
"Q20853423","Edward Millman","American painter",NA,"""Chicago""",NA,"""male""","""United States of America""",NA,"""1907-01-01T00:00:00Z"""
"Q16104458","Tom Holland","American artist",NA,"""Seattle""",NA,"""male""","""United States of America""",NA,"""1936-06-15T00:00:00Z"""
"Q16011526","Leonard Beaumont","English graphic designer",NA,"""Sheffield""",NA,"""male""","""United Kingdom"",""United Kingdom of Great Britain and Ireland""",NA,"""1891-01-01T00:00:00Z"""
"Q16750609","Arthur Mayger Hind","British art historian",NA,"""Burton upon Trent""","""Henley-on-Thames""","""male""","""United Kingdom"",""United Kingdom of Great Britain and Ireland""",NA,"""1880-08-26T00:00:00Z"""
"Q18508681","Thomas Chambers","Irish engraver",NA,"""London""","""London""","""male""",NA,NA,"""1724-01-01T00:00:00Z"""
"Q16910851","Conrad Heinrich Küchler","German engraver",NA,NA,NA,"""male""",NA,NA,"""1746-01-01T00:00:00Z"",""1740-01-01T00:00:00Z"""
"Q16947617","Bernd Becher","German photographer",NA,"""Siegen""","""Rostock""","""male""","""Germany""",NA,"""1931-08-20T00:00:00Z"""
"Q16854718","Johann Heinrich Keller","painter from Switzerland active in the Northern Netherlands  (1692-1765)",NA,"""Zürich""","""The Hague""","""male""","""Switzerland"",""Netherlands""",NA,"""1692-01-01T00:00:00Z"""
"Q17084533","Waterman Ormsby","American engraver",NA,"""Hampton""","""Brooklyn""","""male""","""United States of America""",NA,"""1809-09-09T00:00:00Z"""
"Q19887259","Ferdinand Jean Luigini","painter from France",NA,"""Orliénas""","""Paris""","""male""","""France""",NA,"""1870-05-05T00:00:00Z"""
"Q19284291","Gottfried Eichler the Younger","printmaker and illustrator",NA,"""Augsburg""","""Augsburg""","""male""",NA,NA,"""1715-01-01T00:00:00Z"""
"Q17332451","Kevin John MacDonald","American artist","""natural causes""","""Washington, D.C.""","""Rockville""","""male""","""United States of America""","""kidney cancer""","""1946-07-02T00:00:00Z"""
"Q19359390","Károly Józsa","Hungrian painter and engraver (1872-1929)",NA,"""Szeged""","""Budapest""","""male""","""Hungary""",NA,"""1872-12-16T00:00:00Z"""
"Q16197540","John Bradley","American painter",NA,"""Great Britain""",NA,"""male""","""United States of America""",NA,"""1805-01-01T00:00:00Z"""
"Q18516477","Cornelis Danckerts","Dutch printmaker and draughtsman",NA,"""Amsterdam""","""Amsterdam""","""male""","""Dutch Republic""",NA,"""1603-01-01T00:00:00Z"""
"Q15434333","Henry Monro","British painter (1791-1814)",NA,"""London""",NA,"""male""",NA,NA,"""1791-08-30T00:00:00Z"""
"Q19833757","Jill Moser","American painter",NA,"""New York City""",NA,"""female""","""United States of America""",NA,"""1956-01-01T00:00:00Z"""
"Q15407062","Maurice Delcourt","French painter (1877-1916)",NA,"""Paris""","""Chattancourt""","""male""","""France""",NA,"""1877-06-03T00:00:00Z"""
"Q15445122","Anton Falger","Austrian paleontologist and painter",NA,"""Elbigenalp""","""Elbigenalp""","""male""","""Austria""",NA,"""1791-11-09T00:00:00Z"",""1791-01-01T00:00:00Z"""
"Q15450676","Maria Katharina Prestel","painter and engraver from Nuremberg, active in London (1747–1794)",NA,"""Nuremberg""","""Greater London""","""female""","""Germany""",NA,"""1747-07-22T00:00:00Z"""
"Q15461781","Karl Zerbe","American painter (1903-1972)",NA,"""Berlin""","""Tallahassee""","""male""","""Germany"",""United States of America""",NA,"""1903-09-16T00:00:00Z"""
"Q15493742","Millard Sheets","American artist (1907-1989)",NA,"""Pomona""","""Gualala""","""male""","""United States of America""",NA,"""1907-06-24T00:00:00Z"""
"Q15613846","Zdeněk Sklenář","Czech graphic, illustrator and professor",NA,"""Leština""","""Prague""","""male""","""Czechoslovakia""",NA,"""1910-04-15T00:00:00Z"""
"Q17626692","Godefroy Durand","French illustrator",NA,"""Düsseldorf""","""5th arrondissement of Paris""","""male""","""France""",NA,"""1832-01-01T00:00:00Z"""
"Q19674647","Mildred McMillen","American woodcutter",NA,"""Chicago""",NA,"""female""","""United States of America""",NA,"""1884-01-01T00:00:00Z"""
"Q15969950","Auguste Delâtre","French printmaker and printer",NA,"""Paris""","""Paris""","""male""","""France""",NA,"""1822-01-01T00:00:00Z"""
"Q16006437","John McCrady","American painter",NA,"""Canton""","""New Orleans""","""male""","""United States of America""",NA,"""1911-09-11T00:00:00Z"",""1911-09-04T00:00:00Z"""
"Q21941959","Howard Behling Schleeter","American painter",NA,"""Buffalo""","""Placitas""","""male""","""United States of America""",NA,"""1903-05-16T00:00:00Z"""
"Q21970681","James Baare Turnbull","American artist",NA,"""St. Louis""","""Jacksonville"",""Croton-on-Hudson""","""male""","""United States of America""",NA,"""1909-01-01T00:00:00Z"""
"Q21985188","William E. Winner","American painter",NA,NA,NA,"""male""","""United States of America""",NA,"""1805-01-01T00:00:00Z"""
"Q21985629","Jon Corbino","American painter",NA,"""Vittoria""",NA,"""male""","""United States of America""",NA,"""1905-04-03T00:00:00Z"""
"Q21994657","Joseph E. Bolden","American artist",NA,"""Meyersdale""","""Philadelphia""","""male""","""United States of America""",NA,"""1902-01-01T00:00:00Z"""
"Q21995297","Ruth Whittier Shute","American painter",NA,"""Dover""","""Middletown""","""female""","""United States of America""",NA,"""1803-01-01T00:00:00Z"",""1802-01-01T00:00:00Z"""
"Q21288900","Frank French","American painter (1850-1933)",NA,"""Loudon""",NA,"""male""","""United States of America""",NA,"""1850-05-22T00:00:00Z"""
"Q21995909","Joseph Raskin","Russian-born American artist",NA,"""Noginsk""","""New York City""","""male""","""United States of America""",NA,"""1897-04-14T00:00:00Z"""
"Q22027836","Cornelis van Dalen II","Dutch engraver",NA,"""Amsterdam""",NA,"""male""","""Dutch Republic""",NA,"""1640-01-01T00:00:00Z"",""1638-12-01T00:00:00Z"""
"Q24845990","Clement Haupers","American painter",NA,"""Saint Paul""","""Saint Paul""","""male""","""United States of America""",NA,"""1900-01-01T00:00:00Z"""
"Q21481741","Giuseppe Signorini","Italian painter (1857-1932)",NA,"""Rome""","""Rome""","""male""","""Kingdom of Italy""",NA,"""1857-01-01T00:00:00Z"""
"Q26818584","Janet de Coux","American sculptor",NA,"""Niles""",NA,"""female""","""United States of America""",NA,"""1904-10-05T00:00:00Z"""
"Q24654410","Francis Unwin","British printmaker (1885-1925)",NA,"""Stalbridge""","""Mundesley""","""male""","""United Kingdom""",NA,"""1885-02-11T00:00:00Z"""
"Q27042155","Olle Hanspers","Swedish artist",NA,"""Q10485081""","""Q10485081""","""male""","""Sweden""",NA,"""1923-05-03T00:00:00Z"""
"Q21531735","Jean-Baptiste Liénard","French engraver",NA,"""Lille""","""Lille"",""Paris""","""male""","""France""",NA,"""1758-07-20T00:00:00Z"""
"Q23000739","Sekino Jun'ichirō","Japanese artist",NA,"""Aomori""",NA,"""male""","""Japan""",NA,"""1914-10-23T00:00:00Z"",""1914-01-01T00:00:00Z"""
"Q22086631","Robert Tabor","American painter (1882–1972)",NA,NA,NA,"""male""","""United States of America""",NA,"""1882-01-01T00:00:00Z"""
"Q20858917","McKay","American painter, active late 18th century",NA,NA,NA,"""http://www.wikidata.org/.well-known/genid/237f009783bdc85a0d0d2441fab01408""","""United States of America""",NA,NA
"Q20908778","Edwin L. Fulwider","American artist, 1913-2003",NA,NA,NA,"""male""","""United States of America""",NA,"""1913-01-01T00:00:00Z"""
"Q20965551","Addison N. Scurlock","American photographer (1883-1964)",NA,"""Fayetteville""","""Washington, D.C.""","""male""","""United States of America""",NA,"""1883-06-19T00:00:00Z"""
"Q21033560","Pollard Limner","itinerant portrait painter active ca. 1690-1730 in the area around Boston, Massachusetts",NA,"""http://www.wikidata.org/.well-known/genid/284910de68a17940410dcc49b20cfd43""",NA,"""male""",NA,NA,"""1700-01-01T00:00:00Z"""
"Q21810660","Tony King",NA,NA,NA,NA,"""male""",NA,NA,"""1944-01-01T00:00:00Z"""
"Q21464796","William Evan Charles Morgan","British artist (1903-1979)",NA,NA,NA,"""male""",NA,NA,"""1903-01-01T00:00:00Z"""
"Q21929710","Harper Pennington","American painter",NA,"""Newport""","""Baltimore""","""male""","""United States of America""",NA,"""1854-10-09T00:00:00Z"",""1854-01-01T00:00:00Z"""
"Q22132698","Albert Serwazi","American, 1905 - 1992",NA,NA,NA,"""male""",NA,NA,"""1905-01-01T00:00:00Z"""
"Q21176494","Bror Utter","American painter (1913-1993)",NA,NA,NA,"""male""","""United States of America""",NA,"""1913-08-26T00:00:00Z"""
"Q27595506","Henry Patrick Raleigh","American illustrator",NA,"""Portland""",NA,"""male""","""United States of America""",NA,"""1880-01-01T00:00:00Z"""
"Q21289233","Johann Jakob von Sandrart","German draftsman and printmaker",NA,"""Regensburg""","""Nuremberg""","""male""","""Germany""",NA,"""1655-01-01T00:00:00Z"""
"Q21408649","Charles S. Humphreys","American naive painter",NA,NA,NA,"""male""","""United States of America""",NA,"""1818-01-01T00:00:00Z"""
"Q21940002","Herbert Barnett","American painter and draftsman",NA,"""Providence""","""Cincinnati""","""male""","""United States of America""",NA,"""1910-07-08T00:00:00Z"""
"Q21463277","Percy Lancaster","British painter (1878-1951)",NA,"""Manchester""",NA,"""male""","""United Kingdom"",""United Kingdom of Great Britain and Ireland""",NA,"""1878-11-28T00:00:00Z"""
"Q21465488","William Hilton I","British painter (1752-1822)",NA,NA,NA,"""male""","""Great Britain"",""United Kingdom of Great Britain and Ireland""",NA,"""1752-01-01T00:00:00Z"""
"Q21485155","Santos Zingale","American painter (1908-1999)",NA,"""Milwaukee""","""Madison""","""male""","""United States of America""",NA,"""1908-04-17T00:00:00Z"",""1908-01-01T00:00:00Z"""
"Q23678496","Sylvia Wald","American visual artist",NA,"""Philadelphia""","""New York City""","""female""","""United States of America""",NA,"""1915-10-30T00:00:00Z"""
"Q20887178","John Langley Howard","American painter",NA,"""Upper Montclair""","""San Francisco""","""male""","""United States of America""",NA,"""1902-01-01T00:00:00Z"""
"Q21638548","Marcus Sadeler","German-Flemish publisher, art dealer and printmaker",NA,"""Munich""",NA,"""male""",NA,NA,"""1614-01-01T00:00:00Z"""
"Q21286759","Byron Thomas","American painter",NA,"""Baltimore""",NA,"""male""","""United States of America""",NA,"""1902-07-28T00:00:00Z"""
"Q26222291","Michele Fanoli","Italian painter and engraver (1807-1876)",NA,"""Cittadella""","""Milan""","""male""","""Kingdom of Italy""",NA,"""1807-07-09T00:00:00Z"""
"Q21645303","François Dequevauviller","French engraver (1745-1807)",NA,"""Abbeville""","""Paris""","""male""","""France""",NA,"""1745-01-01T00:00:00Z"""
"Q25906285","Charles Emmanuel Patas","French printmaker, 1744-1802",NA,"""Paris""","""Paris""","""male""","""France""",NA,"""1748-01-01T00:00:00Z"",""1744-01-01T00:00:00Z"""
"Q25906541","Jennie Lea Knight","American painter, sculptor (1933–2007)","""natural causes""","""Washington, D.C.""","""Manassas""","""female""","""United States of America""","""cancer""","""1933-03-31T00:00:00Z"""
"Q28125345","Frederick Remahl","American artist",NA,NA,NA,"""male""","""United States of America""",NA,"""1901-06-18T00:00:00Z"""
"Q21795255","John Martin Socha","American muralist, 1913-1983",NA,"""Minnesota""",NA,"""male""",NA,NA,"""1913-01-01T00:00:00Z"""
"Q21823276","Charles-Jean-François Chéron","French goldsmith, medallist, and painter",NA,"""Lunéville""","""Paris""","""male""","""France""",NA,"""1635-05-29T00:00:00Z"""
"Q22829119","John Lavalle","American painter (1896-1971)",NA,"""Nahant""","""Southampton""","""male""","""United States of America""",NA,"""1896-06-24T00:00:00Z"""
"Q21880701","Gene Kloss","American artist (1903-1996)",NA,"""Oakland""","""Taos""","""female""","""United States of America""",NA,"""1903-07-27T00:00:00Z"""
"Q21994092","James Lesesne Wells","African American artist and educator",NA,"""Atlanta""",NA,"""male""","""United States of America""",NA,"""1902-01-01T00:00:00Z"""
